CBNO,ILCE_CBNO,ADI,ALAN,CEVRE,NUFUS,POSTAKODU
650.00000,12.00000,SANCAKAĞIL,9723078.00000,17168.00000,97.00000,"38660"
726.00000,10.00000,KAYAÖNÜ,12292639.00000,16359.00000,503.00000,"38700"
288.00000,2.00000,SUBAŞI,64496291.00000,39930.00000,423.00000,"38560"
845.00000,15.00000,SİNDELHÖYÜK YENİCE,38690658.00000,33940.00000,1287.00000,"38400"
751.00000,15.00000,FATİH,2026477.00000,6829.00000,1112.00000,"38400"
781.00000,15.00000,CUMHURİYET,712872.00000,4114.00000,885.00000,"38400"
200.00000,4.00000,TURAN,23778460.00000,32589.00000,1012.00000,"38195"
804.00000,7.00000,GÜNEY,4911230.00000,14022.00000,146.00000,"38770"
432.00000,6.00000,KARAHIDIR,13406737.00000,18319.00000,211.00000,"38600"
347.00000,8.00000,ŞENYURT,12745211.00000,17889.00000,522.00000,"38820"
367.00000,8.00000,ÖMÜRLÜ,10936359.00000,15278.00000,93.00000,"38820"
420.00000,5.00000,ÇEVLİK,10915689.00000,24414.00000,240.00000,"38300"
488.00000,15.00000,TOMBAK,9609163.00000,19325.00000,216.00000,"38400"
528.00000,10.00000,MALAKKÖY,59745700.00000,44870.00000,151.00000,"38700"
595.00000,13.00000,KARAÖREN,31152720.00000,29329.00000,94.00000,"38900"
546.00000,10.00000,TAŞLIGEÇİT,22341752.00000,22775.00000,27.00000,"38700"
747.00000,11.00000,FATİH,42478738.00000,37062.00000,547.00000,"38800"
803.00000,10.00000,KERİMOĞLU,1854959.00000,6563.00000,417.00000,"38700"
637.00000,12.00000,BÜYÜK ÖRTÜLÜ,16427560.00000,20156.00000,86.00000,"38660"
551.00000,13.00000,İMAMKULLU,47439072.00000,38607.00000,618.00000,"38900"
550.00000,10.00000,ÜÇPINAR,44421175.00000,34312.00000,56.00000,"38700"
559.00000,13.00000,KALE,18096664.00000,22484.00000,187.00000,"38900"
600.00000,10.00000,KILIÇMEHMET,20477545.00000,26135.00000,94.00000,"38700"
674.00000,12.00000,İNCEDERE,22661269.00000,35959.00000,300.00000,"38660"
689.00000,10.00000,ORUÇOĞLU,11270530.00000,17512.00000,40.00000,"38700"
656.00000,10.00000,DEMİRCİLİ,34258691.00000,33306.00000,186.00000,"38700"
639.00000,12.00000,BÜYÜK SÖBEÇİMEN,51745849.00000,31738.00000,233.00000,"38660"
84.00000,4.00000,GÜZELKÖY,8538421.00000,14579.00000,236.00000,"38190"
182.00000,2.00000,SEMERKENT,90011991.00000,54151.00000,410.00000,"38560"
45.00000,4.00000,EĞRİBUCAK,16379508.00000,26913.00000,2994.00000,"38120"
8.00000,4.00000,ALTINOLUK,4409016.00000,9929.00000,13934.00000,"38120"
306.00000,7.00000,TUĞLAŞAH,5823306.00000,12644.00000,33.00000,"38770"
12.00000,4.00000,AYDINLIKEVLER,591970.00000,3735.00000,9524.00000,"38120"
162.00000,3.00000,MOLU,50918817.00000,44364.00000,501.00000,"38090"
312.00000,7.00000,ALPARSLAN,41512528.00000,40238.00000,518.00000,"38770"
56.00000,3.00000,DADAĞI,27949083.00000,28158.00000,226.00000,"38055"
57.00000,3.00000,ERTUĞRUL GAZİ,13608850.00000,17248.00000,21160.00000,"38050"
720.00000,12.00000,YENİ,3427066.00000,12976.00000,590.00000,"38660"
800.00000,6.00000,SÜMER,14571910.00000,21336.00000,1411.00000,"38600"
60.00000,3.00000,KEMER,25182039.00000,25738.00000,305.00000,"38055"
62.00000,3.00000,OSMANGAZİ,6854839.00000,12186.00000,23899.00000,"38050"
174.00000,4.00000,SAKARYA,12468144.00000,20914.00000,9547.00000,"38170"
64.00000,3.00000,ERKİLET,54513323.00000,36223.00000,590.00000,"38050"
29.00000,4.00000,BÜYÜK BÜRÜNGÜZ,57081554.00000,39964.00000,487.00000,"38195"
474.00000,6.00000,CAMİİKEBİR,15440791.00000,26585.00000,399.00000,"38600"
291.00000,14.00000,BÜYÜKTORAMAN İSTİKLAL,60927621.00000,40946.00000,725.00000,"38750"
292.00000,14.00000,KAYAPINAR FATİH SULTAN MEHMET,26963371.00000,30069.00000,766.00000,"38750"
478.00000,6.00000,DAĞARDI,33120217.00000,32464.00000,61.00000,"38600"
316.00000,7.00000,YUKARI BOĞAZİÇİ,8394279.00000,14443.00000,280.00000,"38770"
754.00000,15.00000,FENESEAŞAĞI,105956.00000,1885.00000,370.00000,"38400"
71.00000,4.00000,ESENYURT,2431633.00000,8927.00000,21375.00000,"38150"
108.00000,4.00000,HİSARCIK,72850018.00000,53036.00000,4746.00000,"38155"
196.00000,3.00000,TALATPAŞA,2847104.00000,7690.00000,1663.00000,"38030"
168.00000,3.00000,OYMAAĞAÇ,14321377.00000,18857.00000,595.00000,"38090"
484.00000,6.00000,YENİ SÜKSÜN,65640592.00000,46980.00000,926.00000,"38600"
827.00000,6.00000,PİRAHMET,32485674.00000,34158.00000,358.00000,"38600"
59.00000,3.00000,GENERAL EMİR,8087383.00000,13294.00000,7483.00000,"38050"
105.00000,3.00000,HASAN ARPA,8015232.00000,14699.00000,264.00000,"38055"
46.00000,3.00000,ELAGÖZ,7027955.00000,12246.00000,821.00000,"38040"
27.00000,3.00000,BUĞDAYLI,8766775.00000,14098.00000,2854.00000,"38095"
749.00000,11.00000,YAVUZ SELİM,19633644.00000,27630.00000,1383.00000,"38800"
